file,part,#,endnote
Senate-confirmed/Ross Wilbur L,2,10.8,Value reflects capital account balance.
Senate-confirmed/Ross Wilbur L,2,10.8.2,"This represents the carried interest held by WLR Select Associates LLC in WLR Select Co-Investment XCO AIV, L.P. The current carried interest is zero."
Senate-confirmed/Ross Wilbur L,2,10.9.1.1.1,"This represents the carried interest held by WLR China Energy Associates, Ltd. in WLR China Energy Infrastructure Fund, L.P.  The carried interest is currently zero."
Senate-confirmed/Ross Wilbur L,2,10.10.1,"Represents the carried interest held by WLR Recovery Associates II, LLC in WLR Recovery Fund II, L.P."
Senate-confirmed/Ross Wilbur L,2,10.11.1,"Represents the carried interest held by WLR Recovery Associates III, LLC in the fund. The current carried interest is zero."
Senate-confirmed/Ross Wilbur L,2,10.12,"Value reflect share of Net Asset Value of WLR IMRF II Associates, LLC holding in Invesco Mortgage Recovery Master Associates II LLC."
Senate-confirmed/Ross Wilbur L,2,10.12.1.2,Underlying assets previously disclosed at 10.12.1.1.1.
Senate-confirmed/Ross Wilbur L,2,10.12.1.3.1,Underlying assets previously disclosed at 10.12.1.1.1.
Senate-confirmed/Ross Wilbur L,2,10.12.1.4.1,Underlying assets previously disclosed at 10.12.1.1.1.1
Senate-confirmed/Ross Wilbur L,2,10.12.1.6,"Represents the carried interest held by Invesco Mortgage Recovery Master Associates II LLC in Invesco Mortgage Recovery Fund II, L.P. There is no accrued carried interest."
Senate-confirmed/Ross Wilbur L,2,10.12.1.7,"Represents the carried interest held by Invesco Mortgage Recovery Master Associates II LLC in Invesco Mortgage Recovery Fund II Co-Invest ITAL, L.P.  There is no accrued carried interest."
Senate-confirmed/Ross Wilbur L,2,10.13.1,"This represents the carried interest held by WLR Master Co-Investment SLP Associates, L.P. (Cayman) in WLR/GS Master Co-Investment L.P. (Cayman). The current carried interest is zero."
Senate-confirmed/Ross Wilbur L,2,10.14,Value is reflected in 19.1.
Senate-confirmed/Ross Wilbur L,2,10.15,Value and income reflect combined value and income of 10.15 and 11.1
Senate-confirmed/Ross Wilbur L,2,10.15.1.1,Assets previously disclosed at 10.6.1.2.1.1
Senate-confirmed/Ross Wilbur L,2,10.15.1.2,Assets previously disclosed at 10.6.1.2.3.1
Senate-confirmed/Ross Wilbur L,2,10.16,Underlying assets disclosed below at 24.1. Value and income reflect the value and income of 10.16 and 24.1.
Senate-confirmed/Ross Wilbur L,2,11.1,Underlying assets previously disclosed at 10.15. Value and income is reflected in 10.15
Senate-confirmed/Ross Wilbur L,2,11.1.1,"This represents the carried interest held by WLR Recovery Associates V DSS AIV, L.P. in the fund.  The carried interest is currently zero."
Senate-confirmed/Ross Wilbur L,2,12,Value represents capital account.
Senate-confirmed/Ross Wilbur L,2,12.1.1.1.1.1,This fund no longer holds any underlying assets.
Senate-confirmed/Ross Wilbur L,2,12.1.2.1.1,This fund no longer holds any underlying assets.
Senate-confirmed/Ross Wilbur L,2,12.1.3.1.1,This fund no longer holds any underlying assets.
Senate-confirmed/Ross Wilbur L,2,12.1.4.1,This fund no longer holds any underlying assets.
Senate-confirmed/Ross Wilbur L,2,12.1.5.1,This fund no longer holds any underlying assets.
Senate-confirmed/Ross Wilbur L,2,12.1.6,This fund no longer holds any underlying assets.
Senate-confirmed/Ross Wilbur L,2,12.1.7.1.1,Underlying assets previously disclosed at 10.1.10.1.1.
Senate-confirmed/Ross Wilbur L,2,12.1.8.1.1,Underlying assets previously disclosed at 10.1.10.1.1.
Senate-confirmed/Ross Wilbur L,2,12.1.9.1,Underlying assets previously disclosed at 10.1.10.1.1.
Senate-confirmed/Ross Wilbur L,2,12.1.10,Underlying assets previously disclosed at 10.1.10.1.1.
Senate-confirmed/Ross Wilbur L,2,12.2.1.1.1,This fund no longer holds any underlying assets.
Senate-confirmed/Ross Wilbur L,2,12.3.1.1,This fund no longer holds any underlying assets.
Senate-confirmed/Ross Wilbur L,2,12.4.1.1,Underlying assets previously disclosed at 10.1.10.1.1.
Senate-confirmed/Ross Wilbur L,2,12.5.1.1,Underlying assets previously disclosed at 10.1.10.1.1.
Senate-confirmed/Ross Wilbur L,2,12.7.1,Underlying assets previously disclosed at 10.1.10.1.1.
Senate-confirmed/Ross Wilbur L,2,12.8,"Value reflects aggregated carried interests of General Partner in all funds disclosed within 12.1 to 12.7, including underlying funds."
Senate-confirmed/Ross Wilbur L,2,13,Value reflects capital account.
Senate-confirmed/Ross Wilbur L,2,13.1.1.1,Assets previously disclosed at 10.6.1.2.1.1.1.
Senate-confirmed/Ross Wilbur L,2,13.2,This represents the carried interest held by Starboard GP Ltd. in the Transportation Recovery Fund. The carried interest is currently zero.
Senate-confirmed/Ross Wilbur L,2,14.3,Underlying assets previously disclosed at 10.1
Senate-confirmed/Ross Wilbur L,2,14.5.1,Underlying assets previously disclosed at 10.14.
Senate-confirmed/Ross Wilbur L,2,16,Value reflects capital account.
Senate-confirmed/Ross Wilbur L,2,16.1.1,"Reflects carried interest held by India Asset Recovery GP Ltd. in India Asset Recovery Fund, L.P.  The carried interest is currently zero."
Senate-confirmed/Ross Wilbur L,2,17.1.1.2.1,Underlying assets previously disclosed at 17.1.1.1.1.
Senate-confirmed/Ross Wilbur L,2,17.1.1.3.1,Underlying assets previously disclosed at 17.1.1.1.1.
Senate-confirmed/Ross Wilbur L,2,17.1.1.4,Underlying assets previously disclosed at 17.1.1.1.1.
Senate-confirmed/Ross Wilbur L,2,17.2,"Represents Ross CG GP LLC's carried interest in Ross CG Associates, LP."
Senate-confirmed/Ross Wilbur L,2,17.3,Represents capital account
Senate-confirmed/Ross Wilbur L,2,17.3.1,This fund no longer holds any underlying assets.
Senate-confirmed/Ross Wilbur L,2,17.3.2,"Represents carried interest of Ross CG Cypress Associates, LLC in Ross CG Cypress Associates, LP."
Senate-confirmed/Ross Wilbur L,2,17.4.1,"Represents Ross CG Pearl Associates, LLC carried interest in this fund."
Senate-confirmed/Ross Wilbur L,2,18.1,Represents the carried interest of WL Ross GP LLC in Asia Recovery Associates L.P. The value is the accrued carry balance.
Senate-confirmed/Ross Wilbur L,2,19.1,Includes value of 10.14.
Senate-confirmed/Ross Wilbur L,2,19.1.1,Underlying assets previously disclosed at 10.14.1
Senate-confirmed/Ross Wilbur L,2,19.2,"Represents the carried interest of WLR Recovery Associates IV DSS AIV, L.P. in WLR Recovery Fund IV DSS AIV, L.P."
Senate-confirmed/Ross Wilbur L,2,20.1,Underlying assets previously disclosed at 13.1
Senate-confirmed/Ross Wilbur L,2,21.1,"Represents the accrued carried interest of Ross Expansion GP, LLC in Ross Expansion FLP, LP. The fund no longer holds any underlying assets."
Senate-confirmed/Ross Wilbur L,2,21.2,This entity no longer holds any underlying assets.
Senate-confirmed/Ross Wilbur L,2,21.2.1.1.1,This entity no longer holds any underlying assets
Senate-confirmed/Ross Wilbur L,2,21.2.1.1.2,This entity no longer holds any underlying assets
Senate-confirmed/Ross Wilbur L,2,21.2.1.1.3,This entity no longer holds any underlying assets.
Senate-confirmed/Ross Wilbur L,2,23,Underlying assets are unavailable. The filer will divest the plan if confirmed via an irrevocable assignment of rights to a public charity.
Senate-confirmed/Ross Wilbur L,2,24.1,Value and income are reflected in 10.16.
Senate-confirmed/Ross Wilbur L,2,24.1.1.1,Underlying assets previously disclosed at 10.2.1.1.1.
Senate-confirmed/Ross Wilbur L,2,24.1.2,"This represents the carried interest held by WLR Select Associates DSS, L.P. in WLR Select Co- Investment, L.P. The current carried interest is zero."
Senate-confirmed/Ross Wilbur L,2,24.1.3.1,Underlying assets previously disclosed at 10.2.1.
Senate-confirmed/Ross Wilbur L,2,24.1.3.2,Underlying assets previously disclosed at 10.2.1.1.1.
Senate-confirmed/Ross Wilbur L,2,24.1.4.1,This entity holds no underlying investments.
Senate-confirmed/Ross Wilbur L,2,24.2.1,Underlying assets previously disclosed at 24.1.3.
Senate-confirmed/Ross Wilbur L,2,25,Represents value of capital account.
Senate-confirmed/Ross Wilbur L,2,25.1,"Represents the carried interest of WLR Nanotechnology GP LLC in Masters Capital Nanotechnology Fund, L.P.  The current carried interest is zero."
Senate-confirmed/Ross Wilbur L,2,26.1,Underlying assets previously disclosed at 25.2.1
Senate-confirmed/Ross Wilbur L,3,15,Month is not ascertainable.
Senate-confirmed/Ross Wilbur L,5,1,"2 books:  ""New York, New York"";  ""Palm Beach People"""
Senate-confirmed/Ross Wilbur L,6,5,Held as an account for the benefit of First Republic Bank
Senate-confirmed/Ross Wilbur L,6,10,"No longer held, so value shown as zero"
Senate-confirmed/Ross Wilbur L,6,22,Holdings previously disclosed in Part 2 line 10.11. Value is reflected of combined holdings of filer and spouse.
Senate-confirmed/Ross Wilbur L,6,23,Assets previously disclosed at Part 2 line 10.10. Value is reflected of combined holdings of filer and spouse.
Senate-confirmed/Ross Wilbur L,6,65,Value is based on 2014 K-1. A 2015 K-1 was not available. Income is through 12/31/15.
"Senate-confirmed/Shulkin, David J",2,8,no longer held
"Senate-confirmed/Shulkin, David J",3,4,"No further contributions have been made since I left Altantic Health System on July 2, 2015"
"Senate-confirmed/Shulkin, David J",6,20,no longer held
"Senate-confirmed/Shulkin, David J",6,24,no longer held
"Senate-confirmed/Shulkin, David J",6,38,no longer held
"Senate-confirmed/Shulkin, David J",6,39,no longer held
"Senate-confirmed/Shulkin, David J",6,44,no longer held
"Senate-confirmed/Shulkin, David J",6,46,no longer held
"Senate-confirmed/Shulkin, David J",6,157,no longer held
"Senate-confirmed/Shulkin, David J",6,175,no longer held
"Senate-confirmed/Tillerson, Rex W",1,5,The listed start date is approximate and is based on a good-faith estimate.
"Senate-confirmed/Tillerson, Rex W",1,6,The listed start date is approximate and is based on a good-faith estimate.
"Senate-confirmed/Tillerson, Rex W",1,7,The listed start date is approximate and is based on a good-faith estimate.
"Senate-confirmed/Tillerson, Rex W",2,3,"This value includes salary and bonuses earned during the reporting period, including the settlement of EBUs (Earnings Bonus Units) from 2013."
"Senate-confirmed/Tillerson, Rex W",2,7,"The reported asset values were taken from ExxonMobil's most recent proxy statement.  The value includes my holdings in the ExxonMobil Nonqualified Defined Benefit Additional Payments plan, the ExxonMobil Qualified Defined Benefit Pension Plan, and the ExxonMobil Nonqualified Defined Benefit Supplemental Pension Plan."
"Senate-confirmed/Tillerson, Rex W",2,8,"EBU stands for ""Earnings Bonus Unit"" and describes cash bonuses granted in a particular calendar year.  Settlement on each annual grant occurs when the cumulative Earnings Per Share on each grant attains $6.50."
"Senate-confirmed/Tillerson, Rex W",2,12,"These assets are part of the ExxonMobil Defined Contribution Plan.  ""ESOP"" refers to ""Employee Stock Ownership Plan."""
"Senate-confirmed/Tillerson, Rex W",2,13,These assets are part of the ExxonMobil Defined Contribution Plan.
"Senate-confirmed/Tillerson, Rex W",2,14,"These assets are part of the ExxonMobil Defined Contribution Plan.  Common Assets refers to an investment in a stable value fund.  The underlying assets of the Common Asset Fund are as follows:  U.S. Savings bonds, FHLMC bonds, FNMA bonds, shares of NGTI Collective Government Short Term Investment Fund, and bonds issued by the following corporations: Bank of Nova Scotia, Royal Bank of Canada, BNP Paribas, Norsk Hydro, Berkshire Hathaway, Cisco Systems, Inc., IBM Corp., Oracle Corp., Pepsico, Inc , Toyota Motor Corp., U.S. Bank NA, Wal-Mart Stores, Inc., and Wells Fargo Bank NA."
"Senate-confirmed/Tillerson, Rex W",2,16,"This entry reflects ExxonMobil stock currently held, though received both during and outside of the reporting period, pursuant to OGE direction."
"Senate-confirmed/Tillerson, Rex W",3,1,"(a) I participate in the ExxonMobil Qualified Defined Benefit Pension Plan, the ExxonMobil Nonqualified Defined Benefit Supplemental Pension Plan, the ExxonMobil Defined Contribution Nonqualified Supplemental Savings Plan, and the ExxonMobil Nonqualified Defined Benefit Additional Payments Plan.  I will receive a total distribution of my interests in these plans consistent with the standard terms of these plans, including the ordinary timelines for making distributions. (b) I also have an interest in the Defined Contribution ExxonMobil Savings Plan, which I will divest prior to assuming the duties of the position of Secretary. (c) I hold restricted stock and restricted stock units.  Consistent with its longstanding practice, ExxonMobil will authorize me to retain those interests upon retirement.  To ensure compliance with government ethics provisions, I will surrender to ExxonMobil all of my outstanding restricted stock awards and restricted stock unit awards for cancellation.  Instead, as a substitute for the restricted stock and restricted stock units, the Company will make a cash payment to an independent trustee that will make payments to me on the ordinary schedule for restricted stock and restricted stock units. The trust will invest only in non-conflicting assets, and I will disclose the holdings of this trust in my financial disclosure reports. (d)  I hold Earnings Bonus Units (EBUs) for 2014, 2015, and 2016.  If I am confirmed, I will forfeit these EBUs. (e) As  a retiring ExxonMobil executive, I will be entitled to receive the following standard retiree benefits: retiree medical benefits; use of a product discount credit card; office space and administrative support; financial counseling; and tax preparation services.  I will forfeit all of these benefits upon confirmation.  I am also entitled to participate in an executive life insurance plan.   If I am confirmed, ExxonMobil will, before I assume the duties of the position of Secretary, terminate my participation in this life insurance plan and provide me with a prepaid life insurance policy, with equivalent benefits, through an independent insurer."
