file,#,description,eif,value,income-type,income-amount
"White House/Cohn, Gary",21,"2005 Trust - The Goldman Sachs Group, Inc. (GS)",N/A,"$1,000,001 - $5,000,000",Dividends,"$15,001 - $50,000"
"White House/Cohn, Gary",22,"2006 Trust - The Goldman Sachs Group, Inc. (GS) - 2009 Restricted Shares",N/A,"$1,000,001 - $5,000,000",Dividends,"$50,001 - $100,000"
"White House/Cohn, Gary",23,"2006 Trust - The Goldman Sachs Group, Inc. (GS) - 2010 Restricted Shares",N/A,"$1,000,001 - $5,000,000",Dividends,"$15,001 - $50,000"
"White House/Cohn, Gary",24,"2006 Trust - The Goldman Sachs Group, Inc. (GS) - 2011 Restricted Shares",N/A,"$500,001 - $1,000,000",Dividends,"$5,001 - $15,000"
"White House/Cohn, Gary",25,"2006 Trust - The Goldman Sachs Group, Inc. (GS) - 2012 Restricted Shares",N/A,"$250,001 - $500,000",Dividends,"$2,501 - $5,000"
"White House/Cohn, Gary",26,"The Goldman Sachs Group, Inc.  - Long Term Incentive Plan",N/A,"$25,000,001 - $50,000,000",,None (or less than $201)
"White House/Cohn, Gary",27,"The Goldman Sachs Group, Inc.  - Non- Qualified Deferred Compensation Plan",N/A,"$1,000,001 - $5,000,000",Interest Capital Gains Dividends,"$100,001 - $1,000,000"
"White House/Cohn, Gary",28,"The Goldman Sachs Group, Inc. (GS) - Outstanding 2013 Restricted Stock Units",N/A,"$5,000,001 - $25,000,000",Dividends,"$50,001 - $100,000"
"White House/Cohn, Gary",29,"The Goldman Sachs Group, Inc. (GS) - Outstanding 2014 Restricted Stock Units",N/A,"$5,000,001 - $25,000,000",Dividends,"$50,001 - $100,000"
"White House/Cohn, Gary",30,"The Goldman Sachs Group, Inc. (GS) - Outstanding 2014 Performance Stock Units",N/A,"$5,000,001 - $25,000,000",Dividends,"$50,001 - $100,000"
"White House/Cohn, Gary",31,"The Goldman Sachs Group, Inc. (GS) - Outstanding 2015 Restricted Stock Units",N/A,"$5,000,001 - $25,000,000",Dividends,"$100,001 - $1,000,000"
"White House/Cohn, Gary",32,"The Goldman Sachs Group, Inc. (GS) - Outstanding 2015 Performance Stock Units",N/A,"$5,000,001 - $25,000,000",Dividends,"$100,001 - $1,000,000"
"White House/Cohn, Gary",33,"The Goldman Sachs Group, Inc. (GS) - Outstanding 2007 Year-End Options",N/A,"$5,000,001 - $25,000,000",Dividends,"$100,001 - $1,000,000"
"White House/Cohn, Gary",34,"The Goldman Sachs Group, Inc. Pension Plan",N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Cohn, Gary",35,The Goldman Sachs Group Inc.,,,Cash Bonus - 2016,"$5,445,000"
"White House/Cohn, Gary",36,"The Goldman Sachs Group, Inc., Restricted Stock Units",,,RSU Delivery,"$12,705,000"
"White House/Cohn, Gary",37,COMEX Pension,N/A,"$50,001 - $100,000",,None (or less than $201)
"White House/Conway, Kellyanne",1,Fidelity Government Cash Reserves,Yes,"$100,001 - $250,000",,"$1,001 - $2,500"
"White House/Conway, Kellyanne",2,"Wal-Mart Stores Inc., SEP-IRA Fidelity",No,"$1,001 - $15,000",,None (or less than $201)
"White House/Conway, Kellyanne",3,the polling company/Woman Trend 401(k),Yes,"$250,001 - $500,000",,"$2,501 - $5,000"
"White House/Conway, Kellyanne",3.1,BlackRock Large Cap Value Inv A (MDLVX),,,,
"White House/Conway, Kellyanne",4,the polling company/Woman Trend 401(k),Yes,"$100,001 - $250,000",,"$1,001 - $2,500"
"White House/Conway, Kellyanne",4.1,Blackrock International A (MDILX),,,,
"White House/Conway, Kellyanne",5,the polling company/WomanTrend (2016),N/A,"$1,000,001 - $5,000,000",Business Income,"$800,726"
"White House/Conway, Kellyanne",6,the polling company/WomanTrend (2017),N/A,"$1,000,001 - $5,000,000",Business Income,"$9,230"
"White House/Conway, Kellyanne",7,"C&C Television V, LLC",N/A,,Wages,$850
"White House/Conway, Kellyanne",8,"GEP Talent Services, LLC",N/A,,Wages,$470
"White House/Cordish, Reed",1,Entertainment Consulting International LLC,N/A,"None (or less than $1,001)",,None (or less than $201)
"White House/Cordish, Reed",2,CTR Management Inc.,N/A,,Salary,"$75,000"
"White House/Cordish, Reed",3,Entertainment Consulting International LLC,N/A,,Salary,"$75,000"
"White House/Cordish, Reed",4,PPE Casino Resorts Maryland Developer LLC,N/A,,Salary,"$120,000"
"White House/DeStefano, John",1,Retirement 2040 Target Fund,Yes,"$100,001 - $250,000",,None (or less than $201)
"White House/DeStefano, John",2,"DT Client Services, LLC (Data Management)",N/A,,Salary/Bonus,"$350,000"
"White House/Dearborn, Rick",1,Roth IRA,No,"$1,001 - $15,000",,None (or less than $201)
"White House/Dearborn, Rick",1.1,CD,N/A,"$1,001 - $15,000",Dividends,None (or less than $201)
"White House/Dearborn, Rick",2,Traditional IRA Account,No,"$15,001 - $50,000",,None (or less than $201)
"White House/Dearborn, Rick",2.1,Cash,N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Dearborn, Rick",2.2,Cohen & Steers Global (INB),Yes,"$1,001 - $15,000",,"$201 - $1,000"
"White House/Dearborn, Rick",2.3,American Century Select (TWCIX),Yes,"$15,001 - $50,000",,"$201 - $1,000"
"White House/Dearborn, Rick",3,Oppenheimer International Diversified Y (OYDYX),Yes,"$15,001 - $50,000",,"$201 - $1,000"
"White House/Dearborn, Rick",4,"Donald J. Trump for President, Inc.",N/A,"None (or less than $1,001)",independent contractor consulting fees,"$27,175"
"White House/Delrahim, Makan",1,"Preconcile, LLC (Online Dispute Resolution Service) (Baltimore, MD)",,"$250,001 - $500,000",,None (or less than $201)
"White House/Delrahim, Makan",2,"Brownstein Hyatt Farber Schreck, LLP",N/A,,Equity Buyout,"$254,460"
"White House/Delrahim, Makan",3,"Brownstein Hyatt Farber Schreck, LLP",N/A,,Salary & Bonus,"$728,096"
"White House/Delrahim, Makan",4,"Brownstein Hyatt Farber Schreck, LLP",N/A,,S Distribution for 2016,"$70,616"
"White House/Delrahim, Makan",5,"Brownstein Hyatt Farber Schreck, LLP",No,,Salary 2017 through 1/20,"$41,096"
"White House/Delrahim, Makan",6,"Brownstein Hyatt Farber Schreck, LLP 401K",No,,,
"White House/Delrahim, Makan",6.1,Vanguard Institutional Index Fund Institutional Shares,Yes,"$100,001 - $250,000",,"$5,001 - $15,000"
"White House/Delrahim, Makan",6.2,Vanguard Total International Stock Index Fund Admiral Shares,Yes,"$50,001 - $100,000",,"$1,001 - $2,500"
"White House/Delrahim, Makan",6.3,Vanguard Mid-Cap Index Fund Institutional Shares,Yes,"$250,001 - $500,000",,"$2,501 - $5,000"
"White House/Delrahim, Makan",6.4,MainStay Large Cap Growth Fund,Yes,"$100,001 - $250,000",,"$15,001 - $50,000"
"White House/Dhillon, Uttam",1,T. Rowe Price European Stock,Yes,"$50,001 - $100,000",,"$1,001 - $2,500"
"White House/Dhillon, Uttam",2,T. Rowe Price Cash Reserves,Yes,"$500,001 - $1,000,000",,"$201 - $1,000"
"White House/Dhillon, Uttam",3,T. Rowe Price Total Equity Market Index,Yes,"$100,001 - $250,000",,"$1,001 - $2,500"
White House/Diaz-Rosillo Carlos,1,"Trump for America, Inc. (Presidential Transition)",N/A,,Salary,"$38,750"
White House/Diaz-Rosillo Carlos,2,Harvard University,N/A,,Salary,"$115,500"
White House/Diaz-Rosillo Carlos,3,Belen Jesuit Preparatory School,N/A,,Salary,"$8,300"
White House/Diaz-Rosillo Carlos,4,Harvard TIAA Account (Defined Benefit Pension Plan),No,,,
White House/Diaz-Rosillo Carlos,4.1,CREF Money Market R3,Yes,"$1,001 - $15,000",,None (or less than $201)
White House/Diaz-Rosillo Carlos,5,Millenium IRA Rollover Account (all cash),Yes,"$1,001 - $15,000",,None (or less than $201)
White House/Diaz-Rosillo Carlos,6,Vanguard Retirement Accounts,Yes,"$50,001 - $100,000",,
White House/Diaz-Rosillo Carlos,6.1,Harvard University Tax-Deferred Annuity Plan,Yes,"$1,001 - $15,000",,None (or less than $201)
White House/Diaz-Rosillo Carlos,6.2,Retirement Income Plan for Teaching Faculty of Harvard,Yes,"$15,001 - $50,000",,
White House/Diaz-Rosillo Carlos,6.2.1,Vanguard Target Retirement 2035,Yes,"None (or less than $1,001)",,None (or less than $201)
White House/Diaz-Rosillo Carlos,6.2.2,Vanguard Inst Target Ret 2035 Fund,Yes,"$50,001 - $100,000",,None (or less than $201)
White House/Diaz-Rosillo Carlos,7,Florida International University 401(A) Employee Savings Plan,No,,,
White House/Diaz-Rosillo Carlos,7.1,TFLIC (Transamerica Financial) Guaranteed Pooled Fund,Yes,"None (or less than $1,001)",,None (or less than $201)
"White House/Ditto, Jessica",1,Office of the Governor,N/A,,Salary,"$82,500"
"White House/Ditto, Jessica",2,Office of the Governor,N/A,,Earned Comp Time and Unused Benefits Hours,"$8,000"
"White House/Ditto, Jessica",3,Simple Contribution IRA,Yes,"$50,001 - $100,000",,"$201 - $1,000"
"White House/Ditto, Jessica",3.1,Sterling Capital Special Opportunities Fund A,Yes,"$15,001 - $50,000",,"$1,001 - $2,500"
"White House/Ditto, Jessica",3.2,Sterling Capital Equity Income Fund A,Yes,"$15,001 - $50,000",,"$2,501 - $5,000"
"White House/Donaldson, Ann",1,Jones Day (law firm),N/A,,Salary,"$266,664"
"White House/Donaldson, Ann",2,IRA (Sole underlying asset is a Certificate of Deposit),No,"$1,001 - $15,000",Interest,None (or less than $201)
"White House/Doocey, Sean E",1,Fidelity 500 Index Premium Class Rollover IRA,Yes,"$15,001 - $50,000",,None (or less than $201)
"White House/Doocey, Sean E",2,Fidelity 500 Index Premium Class Roth IRA,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Doocey, Sean E",3,Fidelity 2055 Retirement Target Date 401k,Yes,"$50,001 - $100,000",,None (or less than $201)
"White House/Doocey, Sean E",4,Salary from Trump for America,N/A,,Salary,
"White House/Doocey, Sean E",5,Salary from Barbaricum,N/A,,Salary,
"White House/Eisenberg, John",1,Kirkland & Ellis LLP (law firm),N/A,,Salary/Bonus,"$1,000,000"
"White House/Eisenberg, John",2,Vanguard Target Retirement 2030,Yes,"None (or less than $1,001)",,"$1,001 - $2,500"
"White House/Eisenberg, John",3,Vanguard Target Retirement 2035,Yes,"None (or less than $1,001)",,"$201 - $1,000"
"White House/Eisenberg, John",4,Vanguard REIT Index Fund Inst,Yes,"$15,001 - $50,000",,None (or less than $201)
"White House/Eisenberg, John",5,Vanguard Tot Intl Stock Ix Inst,Yes,"$15,001 - $50,000",,"$201 - $1,000"
"White House/Eisenberg, John",6,Vanguard Target Retire 2035 Tr II,Yes,"$15,001 - $50,000",,"$1,001 - $2,500"
"White House/Eisenberg, John",7,Vanguard Target Retire 2030 Tr II,Yes,"$250,001 - $500,000",,"$5,001 - $15,000"
"White House/Epshteyn, Boris",1,Presidential Inaugural Committee,N/A,,Salary,"$49,500"
"White House/Epshteyn, Boris",2,"Donald J. Trump for America, Inc.",N/A,,Salary,"$30,000"
"White House/Epshteyn, Boris",3,"TGP Securities, Inc.",No,"$1,000,001 - $5,000,000",Business Income,"$226,800"
"White House/Epshteyn, Boris",4,Prime Health Services (Healthcare/Cost Containment),N/A,,Consulting Fees,"$240,000"
"White House/Ferre, Helen",1,Republican National Committee,,,salary,"$69,873"
"White House/Ferre, Helen",2,Jeb Bush Presidential Campaign,,,Salary,"$77,723"
"White House/Ferre, Helen",3,"Fixed Term IRA, U.S. Bank Account # 1 (Cash)",N/A,"$15,001 - $50,000",,None (or less than $201)
"White House/Ferre, Helen",4,"HAF Media, LLC",N/A,"None (or less than $1,001)",,None (or less than $201)
"White House/Ferre, Helen",5,"9 Month Risk Free IRA, U.S. Bank Account #1 (Cash)",N/A,"$15,001 - $50,000",,None (or less than $201)
"White House/Flynn, Michael",1,Drone Aviation Holding Corp.,N/A,,Director Fees,"$24,000"
"White House/Flynn, Michael",2,"Drone Aviation Holding Corp., stock",N/A,"$50,001 - $100,000 ",,None (or less than $201)
"White House/Flynn, Michael",3,"GreenZone Systems Inc., stock options (value not readily ascertainable)",N/A,"None (or less than $1,001)",,None (or less than $201)
"White House/Flynn, Michael",4,"HALO Privacy LLC, stock options (value not readily ascertainable)",N/A,"None (or less than $1,001)",,None (or less than $201)
"White House/Flynn, Michael",5,"HALO Privacy LLC (Privacy / Security), stock (value not readily ascertainable)",N/A,"None (or less than $1,001)",,None (or less than $201)
"White House/Flynn, Michael",6,"Palo Alto Networks Inc., stock",N/A,"$15,001 - $50,000 ",,None (or less than $201)
"White House/Flynn, Michael",7,Flynn Intel Group LLC (Consulting),N/A,,Salary/Bonus,"$827,055"
"White House/Flynn, Michael",8,Quaestor Federal Consulting LLC (Federal services contractor),N/A,,Salary,"$90,000"
"White House/Flynn, Michael",9,Adobe Systems Inc.,N/A,,Salary/Consulting Fees,"$125,250"
"White House/Flynn, Michael",10,OSY Technologies SARL,N/A,,Salary,"$40,280"
"White House/Flynn, Michael",11,Flynn Intel Group Inc.,N/A,,Business Income,"$50,001 - $100,000"
"White House/Flynn, Michael",12,Flynn Intel 401(k) - MTF,Y,"$50,001 - $100,000 ",,
"White House/Flynn, Michael",13,Flynn Intel Defined Benefit Plan,Y,"$250,001 - $500,000 ",,
"White House/Flynn, Michael",14,IRA - MTF,Y,"$15,001 - $50,000 ",,
"White House/Flynn, Michael",15,2016 S Corp/K-1 - MTF,N/A,,Capital Gains,"$50,001 - $100,000"
"White House/Flynn, Michael",16,"Counterterrorism Education Learning Lab (through Leading Authorities LLC), 2/17/2016",N/A,,Speaker Fees,"$20,000.00"
"White House/Flynn, Michael",17,"Lincoln Chamber of Commerce (through Leading Authorities LLC), 2/24/2016",N/A,,Speaker Fees,"$15,000.00"
"White House/Flynn, Michael",18,"National Center for Policy Analysis (through Leading Authorities LLC), 3/31/2016",N/A,,Speaker Fees,"$10,000.00 "
"White House/Flynn, Michael",19,"Professional Services Council (through Leading Authorities LLC), 4/18/2016",N/A,,Speaker Fees,"$9,800.00"
"White House/Flynn, Michael",20,"CoBank, 10/25/2016",N/A,,Speaker Fees,"$15,000.00"
"White House/Flynn, Michael",21,"David Horowitz Freedom Center (through Premiere Speakers Bureau), 11/11/2016",N/A,,Speaker Fees,"$15,000.00"
"White House/Flynn, Michael",22,"Randall-Reilly Publishing Company, LLC (through Leading Authorities LLC), 11/15/2016",N/A,,Speaker Fees,"$22,500.00"
"White House/Flynn, Michael",23,"Museum Armor, 11/16/2016",N/A,,Speaker Fees,"$10,000.00 "
"White House/Flynn, Michael",24,"Youth of Americas Foundation, 11/12/2016",N/A,,Speaker Fees,"$20,000 "
"White House/Flynn, Michael",25,"Ibrahim Kurtulus, 10/2016",N/A,,Speaker Fees,"$10,000.00 "
"White House/Flynn, Michael",26,"BlackDuck Software Inc., 10/2016",N/A,,Speaker Fees,"$14,454.20"
"White House/Flynn, Michael",27,"Halifax Investment Management Inc., 4/27/2016",N/A,,Speaker Fees,"$10,000"
"White House/Ford, Stephen J",1,"In Pursuit Of, LLC (Communications Firm)",N/A,,Salary,"$11,627"
"White House/Ford, Stephen J",2,Freedom Partners Chamber of Commerce,N/A,,Salary/Bonus,"$189,636"
"White House/Ford, Stephen J",3,Roth IRA - Wells Fargo,No,,,
"White House/Ford, Stephen J",3.1,American FDS PRT GROWTH A Fund (GWPAX),Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Ford, Stephen J",3.2,Money Market Funds/BDS Sweep Funds,N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Ford, Stephen J",4,"Freedom Partners Chamber of Commerce, Inc. 401 (k) Plan",No,,,
"White House/Ford, Stephen J",4.1,American Funds New Perspective R6 Fund (RNPGX),Yes,"$50,001 - $100,000",,None (or less than $201)
"White House/Ford, Stephen J",5,Apex Strategy Group (Consulting),N/A,,Fee for writing services.,"$3,469"
"White House/Ford, Stephen J",6,Burita Media Solutions (Communications),N/A,,Fee for writing services.,"$2,749"
"White House/Ford, Stephen J",7,Dr. Joseph Warren Institute (Non-Profit),N/A,,Fee for writing services.,"$24,250"
"White House/Ford, Stephen J",8,First American Title Insurance Company,N/A,,Fee for writing services.,"$4,272"
"White House/Ford, Stephen J",9,Dow Jones - 02/13/2016; 11/26/2016,N/A,,Honorarium for two published op-eds.,$800
"White House/Ford, Stephen J",10,Jack Hubbard,N/A,,Fee for writing services.,"$1,500"
"White House/Ford, Stephen J",11,Dr. Joel L. Strom,N/A,,Fee for writing services.,"$1,305"
"White House/Ford, Stephen J",12,Strom & Associates (Consulting),N/A,,Fee for writing services.,$934
"White House/Ford, Stephen J",13,National Association of Manufacturers,N/A,,Fee for writing services.,$618
"White House/Ford, Stephen J",14,Dr. Reed Wilson,N/A,,Fee for writing services.,$500
"White House/Ford, Stephen J",15,John H. Schnatter,N/A,,Fee for writing services.,"$65,379"
"White House/Ford, Stephen J",16,Multiplicity Media Productions (Communications),N/A,,Fee for writing services.,"$1,850"
"White House/Ford, Stephen J",17,"Patients Rising, Inc. (Non-Profit)",N/A,,Fee for writing services.,"$1,750"
"White House/Ford, Stephen J",18,Chad Thevenot,N/A,,Fee for writing services.,"$2,400"
"White House/Gast, Scott",1,Apple (AAPL),No,"$1,001 - $15,000",Dividends,None (or less than $201)
"White House/Gast, Scott",2,iShares Core S&P 500 ETF (IVV),Yes,"$1,001 - $15,000",,"$201 - $1,000"
"White House/Gast, Scott",3,PowerShares Emerging Markets Sov Debt Port ETF (PCY),Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Gast, Scott",4,Vanguard High Divided Yield ETF (VYM),Yes,"$1,001 - $15,000",,"$201 - $1,000"
"White House/Gast, Scott",5,Vanguard Emerging Markets ETF (VWO),Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Gast, Scott",6,Vanguard Health Care Index ETF (VHT),Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Gast, Scott",7,Vanguard Index Funds S&P 500 ETF (VOO),Yes,"$1,001 - $15,000",,"$201 - $1,000"
"White House/Gast, Scott",8,Vanguard Total Stock Market ETF (VTI),Yes,"$15,001 - $50,000",,"$201 - $1,000"
"White House/Gast, Scott",9,Dodge & Cox Funds Intl Stock Fund (DODFX),Yes,"$1,001 - $15,000",,"$201 - $1,000"
"White House/Gast, Scott",10,Dodge & Cox Funds Stock Fund (DODGX),Yes,"$15,001 - $50,000",,"$201 - $1,000"
"White House/Gast, Scott",11,Primecap Odyssey Aggressive Growth Fund (POAGX),Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Gast, Scott",12,Royce Special Equity Fund (RYSEX),Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Gast, Scott",13,T Rowe Price High Yield Fund (PRHYX),Yes,"$1,001 - $15,000",,"$201 - $1,000"
"White House/Gast, Scott",14,T Rowe Price Equity Income Fund (PRFDX),Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Gast, Scott",15,T Rowe Price Capital Appreciation Fund (PRWCX),Yes,"$15,001 - $50,000",,"$201 - $1,000"
"White House/Gast, Scott",16,T Rowe Price Blue Chip Growth Fund (TRBCX),Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Gast, Scott",17,T Rowe Price New American Growth Fund (PRWAX),Yes,"$15,001 - $50,000",,None (or less than $201)
"White House/Gast, Scott",18,Vanguard Emerging Markets Stock Index Fund (VEIEX),Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Gast, Scott",19,Vanguard Mid Cap Index Fund (VIMSX),Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Gast, Scott",20,TD Ameritrade Insured Deposit Account,N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Gast, Scott",21,iShares Silver Trust ETF (SLV),Yes,"None (or less than $1,001)",,None (or less than $201)
"White House/Gast, Scott",22,SPDR Gold Trust ETF (GLD),Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Gigicos, George",1,"Telion Events, Corp",N/A,,Buisness Income,"$221,000"
"White House/Goad, Robert T",1,"Trump for America, Inc.",N/A,,Salary/Bonus,"$10,500"
"White House/Goad, Robert T",2,"Donald J. Trump for President, Inc.",,,Salary,"$15,231"
"White House/Goldschmidt, Abe E",1,State Attorney's Office,N/A,,Salary,"$96,000"
"White House/Goldschmidt, Abe E",2,Trump for America,N/A,,Salary,"$40,000"
"White House/Goldschmidt, Abe E",3,FRS 2050 Retirement Fund,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Gorka, Sebastian",1,Institute of World Politics,N/A,,Salary,"$63,000"
"White House/Gorka, Sebastian",2,Marine Corps University Foundation,N/A,,Salary,"$67,500"
