file,#,description,eif,value,income-type,income-amount
"Senate-confirmed/Tillerson, Rex W",315,"ENNIS, TX, BONDS",N/A,"$100,001 - $250,000",,None (or less than $201)
"Senate-confirmed/Tillerson, Rex W",316,"JUDSON, TX, BONDS",N/A,"$100,001 - $250,000",,None (or less than $201)
"Senate-confirmed/Tillerson, Rex W",317,"LAKE DALLAS, TX, BONDS",N/A,"$100,001 - $250,000",,None (or less than $201)
"Senate-confirmed/Tillerson, Rex W",318,"LEANDER, TX, BONDS",N/A,"$100,001 - $250,000",,None (or less than $201)
"Senate-confirmed/Tillerson, Rex W",319,"ROCKWALL, TX, BONDS",N/A,"$100,001 - $250,000",,None (or less than $201)
"Senate-confirmed/Tillerson, Rex W",320,"SCHERTZ-CIBOLO-UNIVERSAL CITY, TX, BONDS",N/A,"$250,001 - $500,000",,None (or less than $201)
"Senate-confirmed/Tillerson, Rex W",321,"WEATHERFORD, TX, BONDS",N/A,"$50,001 - $100,000",,None (or less than $201)
"Senate-confirmed/Tillerson, Rex W",322,"WYLIE, TX, BONDS",N/A,"$250,001 - $500,000",,None (or less than $201)
"Senate-confirmed/Tillerson, Rex W",323,"WYLIE, TX, BONDS",N/A,"$100,001 - $250,000",,None (or less than $201)
"Senate-confirmed/Tillerson, Rex W",324,HF Renaissance EQ LLC,No,"$500,001 - $1,000,000",Dividends Interest,"$100,001 - $1,000,000"
"Senate-confirmed/Tillerson, Rex W",325,US Brokerage Money Market Account #6 (cash),N/A,"$250,001 - $500,000",,None (or less than $201)
"Senate-confirmed/Tillerson, Rex W",326,US Brokerage Money Market Account #7 (cash),N/A,"$250,001 - $500,000",,None (or less than $201)
"Senate-confirmed/Tillerson, Rex W",327,"R2 Real Estate, LLC (loan to family member)",N/A,"$250,001 - $500,000",,None (or less than $201)
"Senate-confirmed/Tillerson, Rex W",328,Family Trust #1,No,,,
"Senate-confirmed/Tillerson, Rex W",328.1,Exxon Mobil Corp (XOM),N/A,"$50,001 - $100,000",Dividends,"$5,001 - $15,000"
"Senate-confirmed/Tillerson, Rex W",328.2,JPMorgan U.S. Equity Fund Class L (JMUEX),Yes,"$50,001 - $100,000",,"$1,001 - $2,500"
"Senate-confirmed/Tillerson, Rex W",328.3,Parnassus Core Equity Fund - Institutional Shares (PRILX),Yes,"$50,001 - $100,000",,"$1,001 - $2,500"
"Senate-confirmed/Tillerson, Rex W",328.4,SPDR S&P 500 ETF Trust (SPY),Yes,"$500,001 - $1,000,000",,"$15,001 - $50,000"
"Senate-confirmed/Tillerson, Rex W",328.5,iShares Core S&P Mid Cap ETF (IJH),Yes,"$50,001 - $100,000",,"$2,501 - $5,000"
"Senate-confirmed/Tillerson, Rex W",328.6,AMG Managers Pictet International Fund Class I (APCTX),Yes,"$50,001 - $100,000",,"$201 - $1,000"
"Senate-confirmed/Tillerson, Rex W",328.7,Dodge & Cox International Stock Fund (DODFX),Yes,"$50,001 - $100,000",,"$1,001 - $2,500"
"Senate-confirmed/Tillerson, Rex W",328.8,iShares MSCI EAFE Index Fund (EFA),Yes,"$100,001 - $250,000",,"$5,001 - $15,000"
"Senate-confirmed/Tillerson, Rex W",328.9,MFS International Value Fund Class I (MINIX),Yes,"$100,001 - $250,000",,"$2,501 - $5,000"
"Senate-confirmed/Tillerson, Rex W",328.1,Brown Advisory - WMC Japan Alpha Opportunities Fund Institutional Shares (BAFJX),Yes,"$1,001 - $15,000",,"$5,001 - $15,000"
"Senate-confirmed/Tillerson, Rex W",328.11,iShares MSCI Japan ETF (EWJ),Yes,"$15,001 - $50,000",,"$201 - $1,000"
"Senate-confirmed/Tillerson, Rex W",328.12,JPMorgan Global Research Enhanced Index Fund Select Class Shares (JEITX),Yes,"$100,001 - $250,000",,"$5,001 - $15,000"
"Senate-confirmed/Tillerson, Rex W",328.13,Chilton Strategic European Equities Fund (CHEUX),Yes,"$15,001 - $50,000",,None (or less than $201)
"Senate-confirmed/Tillerson, Rex W",328.14,Diamond Hill Long Short Fund Class I (DHLSX),Yes,"$15,001 - $50,000",,"$1,001 - $2,500"
"Senate-confirmed/Tillerson, Rex W",328.15,Goldman Sachs Strategic Income Fund Institutional Shares (GSZIX),Yes,"$15,001 - $50,000",,"$1,001 - $2,500"
"Senate-confirmed/Tillerson, Rex W",328.16,PIMCO Unconstrained Bond Fund Institutional Class (PFIUX),Yes,"$50,001 - $100,000",,"$2,501 - $5,000"
"Senate-confirmed/Tillerson, Rex W",328.17,Equinox Campbell Strategy Fund Class I (EBSIX),Yes,"$15,001 - $50,000",,None (or less than $201)
"Senate-confirmed/Tillerson, Rex W",328.18,Equinox IPM Systematic Macro Fund Class I (EQIPX),Yes,"$15,001 - $50,000",,None (or less than $201)
"Senate-confirmed/Tillerson, Rex W",328.19,US Brokerage Cash,N/A,"$100,001 - $250,000",Interest,"$201 - $1,000"
"Senate-confirmed/Tillerson, Rex W",328.2,JPMorgan Intermediate Tax Free Bond Fund Institutional Class (JITIX),Yes,"$100,001 - $250,000",,"$5,001 - $15,000"
"Senate-confirmed/Tillerson, Rex W",328.21,JPMorgan Short-Intermediate Municipal Bond Fund Institutional Class (JIMIX),Yes,"$50,001 - $100,000",,"$2,501 - $5,000"
"Senate-confirmed/Tillerson, Rex W",328.22,Dodge & Cox Income Fund (DODIX),Yes,"$50,001 - $100,000",,"$1,001 - $2,500"
"Senate-confirmed/Tillerson, Rex W",328.23,DoubleLine Total Return Bond Fund Class I (DBLTX),Yes,"$15,001 - $50,000",,"$5,001 - $15,000"
"Senate-confirmed/Tillerson, Rex W",328.24,Vanguard Intermediate-Term Investment- Grade Fund Admiral Shares (VFIDX),Yes,"$50,001 - $100,000",,"$1,001 - $2,500"
"Senate-confirmed/Tillerson, Rex W",328.25,JPMorgan Unconstrained Debt Fund Select Class Shares (JSISX),Yes,"$50,001 - $100,000",,"$5,001 - $15,000"
"Senate-confirmed/Tillerson, Rex W",328.26,Neuberger Berman High Income Bond Fund Institutional Class (NHILX),Yes,"$100,001 - $250,000",,"$5,001 - $15,000"
"Senate-confirmed/Tillerson, Rex W",328.27,JPMorgan Tax Aware Real Return Fund Institutional Class (TXRIX),Yes,"$50,001 - $100,000",,"$2,501 - $5,000"
"Senate-confirmed/Tillerson, Rex W",328.28,MFS Emerging Markets Debt Fund Class I (MEDIX),Yes,"$15,001 - $50,000",,"$1,001 - $2,500"
"Senate-confirmed/Tillerson, Rex W",328.29,John Hancock Income Fund Class I (JSTIX),Yes,"$15,001 - $50,000",,"$2,501 - $5,000"
"Senate-confirmed/Tillerson, Rex W",329,Family Trust #2,No,,,
"Senate-confirmed/Tillerson, Rex W",329.1,Exxon Mobil Corp (XOM),N/A,"$50,001 - $100,000",Dividends,"$5,001 - $15,000"
"Senate-confirmed/Tillerson, Rex W",329.2,JPMorgan U.S. Equity Fund Class L (JMUEX),Yes,"$50,001 - $100,000",,"$1,001 - $2,500"
"Senate-confirmed/Tillerson, Rex W",329.3,Parnassus Core Equity Fund - Institutional Shares (PRILX),Yes,"$50,001 - $100,000",,"$1,001 - $2,500"
"Senate-confirmed/Tillerson, Rex W",329.4,SPDR S&P 500 ETF Trust (SPY),Yes,"$500,001 - $1,000,000",,"$15,001 - $50,000"
"Senate-confirmed/Tillerson, Rex W",329.5,iShares Core S&P Mid Cap ETF (IJH),Yes,"$100,001 - $250,000",,"$2,501 - $5,000"
"Senate-confirmed/Tillerson, Rex W",329.6,AMG Managers Pictet International Fund Class I (APCTX),Yes,"$50,001 - $100,000",,"$201 - $1,000"
"Senate-confirmed/Tillerson, Rex W",329.7,Dodge & Cox International Stock Fund (DODFX),Yes,"$50,001 - $100,000",,"$1,001 - $2,500"
"Senate-confirmed/Tillerson, Rex W",329.8,iShares MSCI EAFE Index Fund (EFA),Yes,"$100,001 - $250,000",,"$5,001 - $15,000"
"Senate-confirmed/Tillerson, Rex W",329.9,MFS International Value Fund Class I (MINIX),Yes,"$100,001 - $250,000",,"$2,501 - $5,000"
"Senate-confirmed/Tillerson, Rex W",329.1,iShares MSCI Japan ETF (EWJ),Yes,"$15,001 - $50,000",,"$201 - $1,000"
"Senate-confirmed/Tillerson, Rex W",329.11,JPMorgan Global Research Enhanced Index Fund Select Class Shares (JEITX),Yes,"$100,001 - $250,000",,"$5,001 - $15,000"
"Senate-confirmed/Tillerson, Rex W",329.12,Chilton Strategic European Equities Fund (CHEUX),Yes,"$15,001 - $50,000",,None (or less than $201)
"Senate-confirmed/Tillerson, Rex W",329.13,Diamond Hill Long Short Fund Class I (DHLSX),Yes,"$15,001 - $50,000",,"$1,001 - $2,500"
"Senate-confirmed/Tillerson, Rex W",329.14,Goldman Sachs Strategic Income Fund Institutional Shares (GSZIX),Yes,"$15,001 - $50,000",,"$1,001 - $2,500"
"Senate-confirmed/Tillerson, Rex W",329.15,PIMCO Unconstrained Bond Fund Institutional Class (PFIUX),Yes,"$50,001 - $100,000",,"$2,501 - $5,000"
"Senate-confirmed/Tillerson, Rex W",329.16,Equinox Campbell Strategy Fund Class I (EBSIX),Yes,"$50,001 - $100,000",,None (or less than $201)
"Senate-confirmed/Tillerson, Rex W",329.17,Equinox IPM Systematic Macro Fund Class I (EQIPX),Yes,"$50,001 - $100,000",,None (or less than $201)
"Senate-confirmed/Tillerson, Rex W",329.18,US Brokerage Cash,N/A,"$250,001 - $500,000",Interest,"$1,001 - $2,500"
"Senate-confirmed/Tillerson, Rex W",329.19,JPMorgan Intermediate Tax Free Bond Fund Institutional Class (JITIX),Yes,"$100,001 - $250,000",,"$5,001 - $15,000"
"Senate-confirmed/Tillerson, Rex W",329.2,JPMorgan Short-Intermediate Municipal Bond Fund Institutional Class (JIMIX),Yes,"$100,001 - $250,000",,"$2,501 - $5,000"
"Senate-confirmed/Tillerson, Rex W",329.21,Dodge & Cox Income Fund (DODIX),Yes,"$50,001 - $100,000",,"$2,501 - $5,000"
"Senate-confirmed/Tillerson, Rex W",329.22,DoubleLine Total Return Bond Fund Class I (DBLTX),Yes,"$50,001 - $100,000",,"$5,001 - $15,000"
"Senate-confirmed/Tillerson, Rex W",329.23,Vanguard Intermediate-Term Investment- Grade Fund Admiral Shares (VFIDX),Yes,"$50,001 - $100,000",,"$1,001 - $2,500"
"Senate-confirmed/Tillerson, Rex W",329.24,JPMorgan Unconstrained Debt Fund Select Class Shares (JSISX),Yes,"$50,001 - $100,000",,"$5,001 - $15,000"
"Senate-confirmed/Tillerson, Rex W",329.25,Neuberger Berman High Income Bond Fund Institutional Class (NHILX),Yes,"$100,001 - $250,000",,"$5,001 - $15,000"
"Senate-confirmed/Tillerson, Rex W",329.26,JPMorgan Tax Aware Real Return Fund Institutional Class (TXRIX),Yes,"$50,001 - $100,000",,"$2,501 - $5,000"
"Senate-confirmed/Tillerson, Rex W",329.27,MFS Emerging Markets Debt Fund Class I (MEDIX),Yes,"$50,001 - $100,000",,"$2,501 - $5,000"
"Senate-confirmed/Tillerson, Rex W",329.28,John Hancock Income Fund Class I (JSTIX),Yes,"$15,001 - $50,000",,"$2,501 - $5,000"
"Senate-confirmed/Tillerson, Rex W",330,Family Trust #3,No,,,
"Senate-confirmed/Tillerson, Rex W",330.1,Exxon Mobil Corp (XOM),N/A,"$50,001 - $100,000",Dividends,"$5,001 - $15,000"
"Senate-confirmed/Tillerson, Rex W",330.2,JPMorgan U.S. Equity Fund Class L (JMUEX),Yes,"$50,001 - $100,000",,"$1,001 - $2,500"
"Senate-confirmed/Tillerson, Rex W",330.3,Parnassus Core Equity Fund - Institutional Shares (PRILX),Yes,"$50,001 - $100,000",,"$1,001 - $2,500"
"Senate-confirmed/Tillerson, Rex W",330.4,SPDR S&P 500 ETF Trust (SPY),Yes,"$250,001 - $500,000",,"$15,001 - $50,000"
"Senate-confirmed/Tillerson, Rex W",330.5,iShares Core S&P Mid Cap ETF (IJH),Yes,"$50,001 - $100,000",,"$2,501 - $5,000"
"Senate-confirmed/Tillerson, Rex W",330.6,AMG Managers Pictet International Fund Class I (APCTX),Yes,"$50,001 - $100,000",,"$201 - $1,000"
"Senate-confirmed/Tillerson, Rex W",330.7,Dodge & Cox International Stock Fund (DODFX),Yes,"$50,001 - $100,000",,"$1,001 - $2,500"
"Senate-confirmed/Tillerson, Rex W",330.8,iShares MSCI EAFE Index Fund (EFA),Yes,"$100,001 - $250,000",,"$5,001 - $15,000"
"Senate-confirmed/Tillerson, Rex W",330.9,MFS International Value Fund Class I (MINIX),Yes,"$100,001 - $250,000",,"$2,501 - $5,000"
"Senate-confirmed/Tillerson, Rex W",330.1,Brown Advisory - WMC Japan Alpha Opportunities Fund Institutional Shares (BAFJX),Yes,"$1,001 - $15,000",,"$2,501 - $5,000"
"Senate-confirmed/Tillerson, Rex W",330.11,iShares MSCI Japan ETF (EWJ),Yes,"$15,001 - $50,000",,"$201 - $1,000"
"Senate-confirmed/Tillerson, Rex W",330.12,JPMorgan Global Research Enhanced Index Fund Select Class Shares (JEITX),Yes,"$100,001 - $250,000",,"$5,001 - $15,000"
"Senate-confirmed/Tillerson, Rex W",330.13,Chilton Strategic European Equities Fund (CHEUX),Yes,"$15,001 - $50,000",,None (or less than $201)
"Senate-confirmed/Tillerson, Rex W",330.14,Diamond Hill Long Short Fund Class I (DHLSX),Yes,"$15,001 - $50,000",,"$1,001 - $2,500"
"Senate-confirmed/Tillerson, Rex W",330.15,Goldman Sachs Strategic Income Fund Institutional Shares (GSZIX),Yes,"$15,001 - $50,000",,"$1,001 - $2,500"
"Senate-confirmed/Tillerson, Rex W",330.16,PIMCO Unconstrained Bond Fund Institutional Class (PFIUX),Yes,"$50,001 - $100,000",,"$2,501 - $5,000"
"Senate-confirmed/Tillerson, Rex W",330.17,Equinox Campbell Strategy Fund Class I (EBSIX),Yes,"$15,001 - $50,000",,None (or less than $201)
"Senate-confirmed/Tillerson, Rex W",330.18,Equinox IPM Systematic Macro Fund Class I (EQIPX),Yes,"$15,001 - $50,000",,None (or less than $201)
"Senate-confirmed/Tillerson, Rex W",330.19,US Brokerage Cash,N/A,"$100,001 - $250,000",Interest,"$201 - $1,000"
"Senate-confirmed/Tillerson, Rex W",330.2,JPMorgan Intermediate Tax Free Bond Fund Institutional Class (JITIX),Yes,"$100,001 - $250,000",,"$5,001 - $15,000"
"Senate-confirmed/Tillerson, Rex W",330.21,JPMorgan Short-Intermediate Municipal Bond Fund Institutional Class (JIMIX),Yes,"$100,001 - $250,000",,"$2,501 - $5,000"
"Senate-confirmed/Tillerson, Rex W",330.22,Dodge & Cox Income Fund (DODIX),Yes,"$50,001 - $100,000",,"$1,001 - $2,500"
"Senate-confirmed/Tillerson, Rex W",330.23,DoubleLine Total Return Bond Fund Class I (DBLTX),Yes,"$50,001 - $100,000",,"$5,001 - $15,000"
"Senate-confirmed/Tillerson, Rex W",330.24,Vanguard Intermediate-Term Investment- Grade Fund Admiral Shares (VFIDX),Yes,"$15,001 - $50,000",,"$1,001 - $2,500"
"Senate-confirmed/Tillerson, Rex W",330.25,JPMorgan Unconstrained Debt Fund Select Class Shares (JSISX),Yes,"$50,001 - $100,000",,"$5,001 - $15,000"
"Senate-confirmed/Tillerson, Rex W",330.26,Neuberger Berman High Income Bond Fund Institutional Class (NHILX),Yes,"$100,001 - $250,000",,"$5,001 - $15,000"
"Senate-confirmed/Tillerson, Rex W",330.27,JPMorgan Tax Aware Real Return Fund Institutional Class (TXRIX),Yes,"$15,001 - $50,000",,"$2,501 - $5,000"
"Senate-confirmed/Tillerson, Rex W",330.28,MFS Emerging Markets Debt Fund Class I (MEDIX),Yes,"$15,001 - $50,000",,"$1,001 - $2,500"
"Senate-confirmed/Tillerson, Rex W",330.29,John Hancock Income Fund Class I (JSTIX),Yes,"$15,001 - $50,000",,"$2,501 - $5,000"
"Senate-confirmed/Tillerson, Rex W",331,Family Trust #4,No,,,
"Senate-confirmed/Tillerson, Rex W",331.1,Exxon Mobil Corp (XOM),N/A,"$50,001 - $100,000",Dividends,"$5,001 - $15,000"
"Senate-confirmed/Tillerson, Rex W",331.2,JPMorgan U.S. Equity Fund Class L (JMUEX),Yes,"$50,001 - $100,000",,"$1,001 - $2,500"
"Senate-confirmed/Tillerson, Rex W",331.3,Parnassus Core Equity Fund - Institutional Shares (PRILX),Yes,"$50,001 - $100,000",,"$1,001 - $2,500"
"Senate-confirmed/Tillerson, Rex W",331.4,SPDR S&P 500 ETF Trust (SPY),Yes,"$250,001 - $500,000",,"$5,001 - $15,000"
"Senate-confirmed/Tillerson, Rex W",331.5,iShares Core S&P Mid Cap ETF (IJH),Yes,"$50,001 - $100,000",,"$2,501 - $5,000"
"Senate-confirmed/Tillerson, Rex W",331.6,AMG Managers Pictet International Fund Class I (APCTX),Yes,"$50,001 - $100,000",,"$201 - $1,000"
"Senate-confirmed/Tillerson, Rex W",331.7,Dodge & Cox International Stock Fund (DODFX),Yes,"$50,001 - $100,000",,"$1,001 - $2,500"
"Senate-confirmed/Tillerson, Rex W",331.8,iShares MSCI EAFE Index Fund (EFA),Yes,"$100,001 - $250,000",,"$5,001 - $15,000"
"Senate-confirmed/Tillerson, Rex W",331.9,MFS International Value Fund Class I (MINIX),Yes,"$50,001 - $100,000",,"$2,501 - $5,000"
"Senate-confirmed/Tillerson, Rex W",331.1,Brown Advisory - WMC Japan Alpha Opportunities Fund Institutional Shares (BAFJX),Yes,"$1,001 - $15,000",,"$2,501 - $5,000"
"Senate-confirmed/Tillerson, Rex W",331.11,iShares MSCI Japan ETF (EWJ),Yes,"$15,001 - $50,000",,"$201 - $1,000"
"Senate-confirmed/Tillerson, Rex W",331.12,JPMorgan Global Research Enhanced Index Fund Select Class Shares (JEITX),Yes,"$100,001 - $250,000",,"$5,001 - $15,000"
"Senate-confirmed/Tillerson, Rex W",331.13,Chilton Strategic European Equities Fund (CHEUX),Yes,"$15,001 - $50,000",,None (or less than $201)
"Senate-confirmed/Tillerson, Rex W",331.14,Diamond Hill Long Short Fund Class I (DHLSX),Yes,"$15,001 - $50,000",,"$1,001 - $2,500"
"Senate-confirmed/Tillerson, Rex W",331.15,Goldman Sachs Strategic Income Fund Institutional Shares (GSZIX),Yes,"$15,001 - $50,000",,"$1,001 - $2,500"
"Senate-confirmed/Tillerson, Rex W",331.16,PIMCO Unconstrained Bond Fund Institutional Class (PFIUX),Yes,"$50,001 - $100,000",,"$2,501 - $5,000"
"Senate-confirmed/Tillerson, Rex W",331.17,Equinox Campbell Strategy Fund Class I (EBSIX),Yes,"$15,001 - $50,000",,None (or less than $201)
"Senate-confirmed/Tillerson, Rex W",331.18,Equinox IPM Systematic Macro Fund Class I (EQIPX),Yes,"$15,001 - $50,000",,None (or less than $201)
"Senate-confirmed/Tillerson, Rex W",331.19,US Brokerage Cash,N/A,"$100,001 - $250,000",Interest,"$201 - $1,000"
"Senate-confirmed/Tillerson, Rex W",331.2,JPMorgan Intermediate Tax Free Bond Fund Institutional Class (JITIX),Yes,"$50,001 - $100,000",,"$5,001 - $15,000"
"Senate-confirmed/Tillerson, Rex W",331.21,JPMorgan Short-Intermediate Municipal Bond Fund Institutional Class (JIMIX),Yes,"$100,001 - $250,000",,"$2,501 - $5,000"
"Senate-confirmed/Tillerson, Rex W",331.22,Dodge & Cox Income Fund (DODIX),Yes,"$50,001 - $100,000",,"$1,001 - $2,500"
"Senate-confirmed/Tillerson, Rex W",331.23,DoubleLine Total Return Bond Fund Class I (DBLTX),Yes,"$15,001 - $50,000",,"$5,001 - $15,000"
"Senate-confirmed/Tillerson, Rex W",331.24,Vanguard Intermediate-Term Investment- Grade Fund Admiral Shares (VFIDX),Yes,"$15,001 - $50,000",,"$1,001 - $2,500"
"Senate-confirmed/Tillerson, Rex W",331.25,JPMorgan Unconstrained Debt Fund Select Class Shares (JSISX),Yes,"$50,001 - $100,000",,"$5,001 - $15,000"
"Senate-confirmed/Tillerson, Rex W",331.26,Neuberger Berman High Income Bond Fund Institutional Class (NHILX),Yes,"$100,001 - $250,000",,"$5,001 - $15,000"
"Senate-confirmed/Tillerson, Rex W",331.27,JPMorgan Tax Aware Real Return Fund Institutional Class (TXRIX),Yes,"$15,001 - $50,000",,"$1,001 - $2,500"
"Senate-confirmed/Tillerson, Rex W",331.28,MFS Emerging Markets Debt Fund Class I (MEDIX),Yes,"$15,001 - $50,000",,"$1,001 - $2,500"
"Senate-confirmed/Tillerson, Rex W",331.29,John Hancock Income Fund Class I (JSTIX),Yes,"$15,001 - $50,000",,"$1,001 - $2,500"
"Senate-confirmed/Wilson, Heather A",1,US BANK ACCOUNT #1 (CASH),N/A,"$50,001 - $100,000",,None (or less than $201)
"Senate-confirmed/Wilson, Heather A",2,US BANK ACCOUNT #2 (CASH),N/A,"$50,001 - $100,000",,None (or less than $201)
"Senate-confirmed/Wilson, Heather A",3,US BANK ACCOUNT #3 (CASH),N/A,"$100,001 - $250,000",,None (or less than $201)
"Senate-confirmed/Wilson, Heather A",4,US BANK ACCOUNT #4 (CASH),N/A,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Wilson, Heather A",5,US BANK ACCOUNT #5 (CASH),N/A,"$100,001 - $250,000",,None (or less than $201)
"Senate-confirmed/Wilson, Heather A",6,"RESIDENTIAL REAL ESTATE, WASHINGTON DC",N/A,"$500,001 - $1,000,000",Rent or Royalties,"$15,001 - $50,000"
"Senate-confirmed/Wilson, Heather A",7,"RESIDENTIAL REAL ESTATE, REDWOOD, ANGEL FIRE NM",N/A,"$50,001 - $100,000",,None (or less than $201)
"Senate-confirmed/Wilson, Heather A",8,US Bank Account #6 (CASH),N/A,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Wilson, Heather A",9,US CREDIT UNION (CASH),N/A,"$15,001 - $50,000",,None (or less than $201)
"Senate-confirmed/Wilson, Heather A",10,"RESIDENTIAL REAL ESTATE, LAFAYETTE, ALBUQUERQUE, NM",N/A,"$100,001 - $250,000",Rent or Royalties,"$5,001 - $15,000"
"Senate-confirmed/Wilson, Heather A",11,"RESIDENTIAL REAL ESTATE, PLAYER LOOP, RIO RANCHO, NM",N/A,"$100,001 - $250,000",Rent or Royalties,"$5,001 - $15,000"
"Senate-confirmed/Wilson, Heather A",12,"RESIDENTIAL REAL ESTATE, VISTA GRANDE, ALBUQUERQUE, NM",N/A,"$100,001 - $250,000",Rent or Royalties,"$5,001 - $15,000"
"Senate-confirmed/Wilson, Heather A",13,"RESIDENTIAL REAL ESTATE, SKYWATCHER, ALBUQUERQUE, NM",N/A,"$100,001 - $250,000",Rent or Royalties,"$5,001 - $15,000"
"Senate-confirmed/Wilson, Heather A",14,"RESIDENTIAL REAL ESTATE, BLOSSOMWOOD, ALBUQUERQUE, NM",N/A,"$100,001 - $250,000",Rent or Royalties,"$5,001 - $15,000"
"Senate-confirmed/Wilson, Heather A",15,"RESIDENTIAL REAL ESTATE, CORDOVA, ALBUQUERQUE, NM",N/A,"$100,001 - $250,000",Rent or Royalties,"$15,001 - $50,000"
"Senate-confirmed/Wilson, Heather A",16,"RESIDENTIAL REAL ESTATE, EDITH, ALBUQUERQUE, NM",N/A,"$50,001 - $100,000",,None (or less than $201)
"Senate-confirmed/Wilson, Heather A",17,"UNDEVELOPED LAND, ANGEL FIRE, NM",N/A,"$1,001 - $15,000",,None (or less than $201)
"Senate-confirmed/Wilson, Heather A",18,"UNDEVELOPED LAND, RIO ARRIBA COUNTY, NM",N/A,"$15,001 - $50,000",,None (or less than $201)
